"Transcript_id","MEROPS_id","NR_besthit","NR_taxonomy","Phylum","Class","func_group"
"H4_Bulk_47_scaffold_33121_1","MER0737615_C82A","WP_036054976.1 L,D-transpeptidase ","Bradyrhizobium sp. URHD0069","","","C"
"H4_Bulk_47_scaffold_3362_1","MER0362344_M41","WP_088318686.1 ATP-dependent zinc metalloprotease FtsH ","Kineosporia sp. R_H_3","Actinobacteria","Actinobacteria","M"
"H4_Bulk_47_scaffold_33714_1","MER0407412_S01C","OLB72848.1 serine peptidase ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_34357_1","MER1046987_S26A","WP_091178445.1 signal peptidase I ","Friedmanniella flava","Actinobacteria","Actinobacteria","S"
"H4_Bulk_47_scaffold_34416_1","MER0063905_S08A","ABD40404.1 peptidase S8 and S53, subtilisin, kexin, sedolisin ","Methanospirillum hungatei JF-1","Euryarchaeota","Methanomicrobia","S"
"H4_Bulk_47_scaffold_3487_1","MER0024237_M01","WP_099196837.1 aminopeptidase N ","Microbacterium esteraromaticum","Actinobacteria","Actinobacteria","M"
"H4_Bulk_47_scaffold_35452_2","MER0296331_M48B","WP_028059199.1 zinc metalloprotease HtpX ","Solirubrobacter sp. URHD0082","Actinobacteria","Thermoleophilia","M"
"H4_Bulk_47_scaffold_35541_1","MER0894975_S01C","OGP35173.1 peptidase ","Deltaproteobacteria bacterium GWC2_65_14","Proteobacteria","Deltaproteobacteria","S"
"H4_Bulk_47_scaffold_3609_1","MER0176091_S09X","PYR93967.1 peptidase S9 ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_47_scaffold_4008_1","MER0338392_S41A","AUN37316.1 carboxyl-terminal protease ","uncultured bacterium","","","S"
"H4_Bulk_47_scaffold_4241_2","MER0399896_C39","WP_057851240.1 peptidase domain-containing ABC transporter ","Bradyrhizobium valentinum","Proteobacteria","Alphaproteobacteria","C"
"H4_Bulk_47_scaffold_4348_2","MER1017926_S14","WP_037015916.1 ATP-dependent Clp protease proteolytic subunit ","Rhizobiales bacterium YIM 77505","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_4354_1","MER0488693_S01C","WP_084659120.1 serine protease ","Thermogemmatispora onikobensis","","","S"
"H4_Bulk_47_scaffold_4374_1","MER0052429_S01C","PWT98597.1 protease Do ","Solibacteres bacterium","Acidobacteria","Acidobacteriia","S"
"H4_Bulk_47_scaffold_4718_1","MER0469652_M15B","WP_054288966.1 peptidase M15 ","Kibdelosporangium phytohabitans","Actinobacteria","Actinobacteria","M"
"H4_Bulk_47_scaffold_4849_2","MER0082576_M17","WP_099196005.1 leucyl aminopeptidase ","Microbacterium esteraromaticum","Actinobacteria","Actinobacteria","M"
"H4_Bulk_47_scaffold_4957_1","MER0739500_C82A","PYR79750.1 murein L,D-transpeptidase ","Acidobacteria bacterium","Acidobacteria","","C"
"H4_Bulk_47_scaffold_4975_3","MER0059676_S33","WP_044430014.1 prolyl aminopeptidase ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_5105_1","MER0887890_M48B","KJB97339.1 peptidase ","Skermanella aerolata KACC 11604","Proteobacteria","Alphaproteobacteria","M"
"H4_Bulk_47_scaffold_5118_3","MER0461755_C82B","WP_066498860.1 L,D-transpeptidase ","Bradyrhizobium sp. BR 10303","Proteobacteria","Alphaproteobacteria","C"
"H4_Bulk_47_scaffold_55114_1","MER1015132_S14","WP_085932852.1 ATP-dependent Clp protease proteolytic subunit ","Enhydrobacter aerosaccus","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_5892_1","MER0407412_S01C","OLB72848.1 serine peptidase ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_47_scaffold_5895_2","MER0096899_S14","GBD11820.1 ATP-dependent Clp protease proteolytic subunit ","bacterium HR23","","","S"
"H4_Bulk_47_scaffold_5958_5","MER0066108_M03A","WP_044427051.1 M3 family peptidase ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","M"
"H4_Bulk_47_scaffold_6060_1","MER0327693_S01C","PWU00571.1 peptidase S1 ","Solibacteres bacterium","Acidobacteria","Acidobacteriia","S"
"H4_Bulk_47_scaffold_6387_1","MER0407289_S01C","PWU00571.1 peptidase S1 ","Solibacteres bacterium","Acidobacteria","Acidobacteriia","S"
"H4_Bulk_47_scaffold_6563_1","MER0962725_S01C","OJW21487.1 serine protease ","Planctomycetales bacterium 71-10","Planctomycetes","Planctomycetia","S"
"H4_Bulk_47_scaffold_671_1","MER0874919_M38","PYO63326.1 peptidase S9 ","Gemmatimonadetes bacterium","Gemmatimonadetes","","M"
"H4_Bulk_47_scaffold_6722_3","MER0462727_C82B","WP_027570224.1 L,D-transpeptidase ","Bradyrhizobium sp. URHA0013","Proteobacteria","Alphaproteobacteria","C"
"H4_Bulk_47_scaffold_7065_1","MER0088498_M48C","WP_012096533.1 peptidase M48 ","Anaeromyxobacter sp. Fw109-5","Proteobacteria","Deltaproteobacteria","M"
"H4_Bulk_47_scaffold_7143_1","MER0283204_S41A","PYT31409.1 S41 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_47_scaffold_72524_1","MER0283846_S16","KRT64601.1 lon, ATP-dependent protease La, ATP-dependent Lon protease ","Chloroflexi bacterium CSP1-4","Chloroflexi","","S"
"H4_Bulk_47_scaffold_7361_1","MER0854315_M20F","AFU59581.1 putative peptidase M20 ","Candidatus Nitrososphaera gargensis Ga9.2","Thaumarchaeota","Nitrososphaeria","M"
"H4_Bulk_47_scaffold_7807_2","MER0285391_M48C","WP_039141318.1 M48 family peptidase ","Flavihumibacter solisilvae","Bacteroidetes","Chitinophagia","M"
"H4_Bulk_47_scaffold_7830_1","MER0389640_M23B","WP_021200791.1 M23 family metallopeptidase ","Microbacterium maritypicum","","","M"
"H4_Bulk_47_scaffold_7876_2","MER0115401_S01C","PYM25764.1 serine protease ","Candidatus Rokubacteria bacterium","Candidatus Rokubacteria","","S"
"H4_Bulk_47_scaffold_835_2","MER0887890_M48B","WP_084720382.1 M48 family peptidase ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","M"
"H4_Bulk_47_scaffold_856_1","MER0033669_C39","WP_082145761.1 peptidase domain-containing ABC transporter ","Microvirga massiliensis","Proteobacteria","Alphaproteobacteria","C"
"H4_Bulk_47_scaffold_8842_1","MER0250613_S54","ALI37739.1 Rhomboid protease GluP ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","S"
"H4_Bulk_47_scaffold_9126_1","MER0877058_M41","WP_036227497.1 ATP-dependent zinc metalloprotease FtsH ","Marmoricola sp. URHB0036","Actinobacteria","Actinobacteria","M"
"H4_Bulk_47_scaffold_9141_3","MER0462415_C82B","WP_106337330.1 L,D-transpeptidase ","Alsobacter sp. SH9","Proteobacteria","Alphaproteobacteria","C"
"H4_Bulk_47_scaffold_9822_2","MER0078279_M48C","WP_114184499.1 peptidase M48 ","Microvirga aerophila","Proteobacteria","Alphaproteobacteria","M"
"H4_Bulk_47_scaffold_9915_1","MER0962725_S01C","OJW21487.1 serine protease ","Planctomycetales bacterium 71-10","Planctomycetes","Planctomycetia","S"
"H4_Bulk_47_scaffold_9958_2","MER0088776_M24A","SOD94073.1 methionine aminopeptidase, type I ","Blastococcus sp. DSM 44270","Actinobacteria","Actinobacteria","M"
"H4_Bulk_48_scaffold_10361_2","MER0337387_S41A","KJB92845.1 peptidase S41 ","Skermanella aerolata KACC 11604","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_48_scaffold_10616_1","MER0407412_S01C","OLB72848.1 serine peptidase ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_48_scaffold_10739_2","MER0131754_C82A","WP_090480831.1 L,D-transpeptidase ","Nakamurella panacisegetis","Actinobacteria","Actinobacteria","C"
"H4_Bulk_48_scaffold_10755_1","MER0279180_M23B","WP_125039219.1 M23 family metallopeptidase ","Nocardioides sp. LS1","Actinobacteria","Actinobacteria","M"
"H4_Bulk_48_scaffold_11259_1","MER0245131_S01C","WP_013864407.1 trypsin-like serine protease ","Microlunatus phosphovorus","","","S"
"H4_Bulk_48_scaffold_11322_2","MER1080182_S54","WP_085870473.1 MULTISPECIES: rhomboid family intramembrane serine protease ","Nocardioides","Actinobacteria","Actinobacteria","S"
"H4_Bulk_48_scaffold_11526_2","MER0088776_M24A","SNR98480.1 methionine aminopeptidase, type I ","Geodermatophilus pulveris","Actinobacteria","Actinobacteria","M"
"H4_Bulk_48_scaffold_11756_1","MER0307081_S41A","OJY44337.1 peptidase S41 ","Rhizobiales bacterium 64-17","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_48_scaffold_11996_2","MER0132402_S01C","WP_107569954.1 trypsin-like serine protease ","Conexibacter sp. Seoho-28","Actinobacteria","Thermoleophilia","S"
"H4_Bulk_48_scaffold_12090_2","MER0088776_M24A","WP_036334360.1 type I methionyl aminopeptidase ","Modestobacter caceresii","Actinobacteria","Actinobacteria","M"
"H4_Bulk_48_scaffold_12450_1","MER0889328_M48C","WP_123134070.1 M48 family peptidase ","Rufibacter immobilis","Bacteroidetes","Cytophagia","M"
"H4_Bulk_48_scaffold_12490_1","MER0889328_M48C","RIK41101.1 peptidase M48 Ste24p ","Chloroflexi bacterium","Chloroflexi","","M"
"H4_Bulk_48_scaffold_12653_2","MER0504093_S41A","WP_053225876.1 S41 family peptidase ","Solirubrobacter soli","Actinobacteria","Thermoleophilia","S"
"H4_Bulk_48_scaffold_13048_1","MER0132726_S53","WP_126631663.1 peptidase S8 ","Ktedonobacterales bacterium Uno16","Chloroflexi","Ktedonobacteria","S"
"H4_Bulk_48_scaffold_13147_1","MER0239579_S41A","WP_076343622.1 tail-specific protease ","Paludisphaera borealis","Planctomycetes","Planctomycetia","S"
"H4_Bulk_48_scaffold_13280_1","MER0407412_S01C","OLB72848.1 serine peptidase ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_48_scaffold_13460_2","MER0285391_M48C","WP_066401521.1 M48 family peptidase ","Flavisolibacter tropicus","Bacteroidetes","Chitinophagia","M"
"H4_Bulk_48_scaffold_13616_1","MER0968208_S08A","RPA83320.1 autophagic serine protease Alp2 ","Ascobolus immersus RN42","Ascomycota","Pezizomycetes","S"
"H4_Bulk_48_scaffold_14648_1","MER0085752_S26C","WP_088185023.1 S26 family signal peptidase ","Sphingobium sp. Z007","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_48_scaffold_14660_1","MER0336965_S41A","WP_014217906.1 carboxyl-terminal processing protease ","Niastella koreensis","Bacteroidetes","Chitinophagia","S"
"H4_Bulk_48_scaffold_14688_1","MER0336965_S41A","SHE92669.1 carboxyl-terminal processing protease ","Flavisolibacter ginsengisoli DSM 18119","Bacteroidetes","Chitinophagia","S"
"H4_Bulk_48_scaffold_14802_1","MER0276488_S12","WP_015747582.1 D-Ala-D-Ala carboxypeptidase ","Nakamurella multipartita","Actinobacteria","Actinobacteria","S"
"H4_Bulk_48_scaffold_14889_2","MER0259416_M28X","WP_090721121.1 M28 family peptidase ","Nitrosomonas sp. Nm166","Proteobacteria","Betaproteobacteria","M"
"H4_Bulk_48_scaffold_14915_1","MER0052429_S01C","PYR91834.1 protease Do ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_48_scaffold_15464_1","MER0892635_M50B","WP_066071218.1 RIP metalloprotease ","Frankia sp. EI5c","Actinobacteria","Actinobacteria","M"
"H4_Bulk_48_scaffold_15691_1","MER0338392_S41A","AUN37316.1 carboxyl-terminal protease ","uncultured bacterium","","","S"
"H4_Bulk_48_scaffold_1696_2","MER0259416_M28X","WP_090721121.1 M28 family peptidase ","Nitrosomonas sp. Nm166","Proteobacteria","Betaproteobacteria","M"
"H4_Bulk_48_scaffold_17113_1","MER0304952_S41A","WP_028061658.1 S41 family peptidase ","Solirubrobacter sp. URHD0082","Actinobacteria","Thermoleophilia","S"
"H4_Bulk_48_scaffold_17427_2","MER0038235_S01C","SNR39685.1 putative serine protease PepD ","Blastococcus sp. DSM 44272","Actinobacteria","Actinobacteria","S"
"H4_Bulk_48_scaffold_17498_1","MER0065537_M48C","PYS39933.1 peptidase M48 ","Acidobacteria bacterium","Acidobacteria","","M"
"H4_Bulk_48_scaffold_17541_1","MER0895195_C56","PYX66392.1 protease ","Acidobacteria bacterium","Acidobacteria","","C"
"H4_Bulk_48_scaffold_17773_1","MER0962725_S01C","OJW21487.1 serine protease ","Planctomycetales bacterium 71-10","Planctomycetes","Planctomycetia","S"
"H4_Bulk_48_scaffold_17945_1","MER0962725_S01C","OJW21487.1 serine protease ","Planctomycetales bacterium 71-10","Planctomycetes","Planctomycetia","S"
"H4_Bulk_48_scaffold_18045_1","MER0963813_S01B","PRP82453.1 pro-apoptotic serine protease ","Planoprotostelium fungivorum","Evosea","Variosea","S"
"H4_Bulk_48_scaffold_18104_2","MER0132850_S53","WP_117360216.1 peptidase S8 ","Actinomadura sp. NEAU-G17","Actinobacteria","Actinobacteria","S"
"H4_Bulk_48_scaffold_18161_1","MER0976066_S09A","PYR95242.1 S9 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_48_scaffold_18580_1","MER0338392_S41A","AUN37316.1 carboxyl-terminal protease ","uncultured bacterium","","","S"
"H4_Bulk_48_scaffold_18999_2","MER0283581_S01C","WP_104520350.1 serine protease ","Rhodopila globiformis","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_48_scaffold_19614_1","MER1049527_S41A","WP_028061658.1 S41 family peptidase ","Solirubrobacter sp. URHD0082","Actinobacteria","Thermoleophilia","S"
"H4_Bulk_48_scaffold_19964_1","MER0105038_S01C","PYR76754.1 serine protease Do ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_48_scaffold_20193_2","MER0348838_M48B","WP_089336429.1 zinc metalloprotease HtpX ","Blastococcus sp. DSM 44272","Actinobacteria","Actinobacteria","M"
"H4_Bulk_48_scaffold_20698_1","MER0211971_S49B","KJB93412.1 peptidase S49 ","Skermanella aerolata KACC 11604","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_48_scaffold_20826_1","MER0962725_S01C","OJW21487.1 serine protease ","Planctomycetales bacterium 71-10","Planctomycetes","Planctomycetia","S"
"H4_Bulk_48_scaffold_20901_3","MER0051240_S09B","PYQ81238.1 S9 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H4_Bulk_48_scaffold_21054_1","MER0098676_C82A","WP_081914183.1 murein L,D-transpeptidase ","Rhizobiales bacterium YIM 77505","","","C"
"H4_Bulk_48_scaffold_21436_2","MER0215170_A08","WP_044427463.1 signal peptidase II ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","A"
"H4_Bulk_48_scaffold_21471_1","MER0087207_S08A","WP_091643796.1 S8 family peptidase ","Micromonospora pallida","Actinobacteria","Actinobacteria","S"
"H4_Bulk_48_scaffold_21680_1","MER0117476_S41A","WP_121248658.1 S41 family peptidase ","Solirubrobacter pauli","Actinobacteria","Thermoleophilia","S"
"H4_Bulk_48_scaffold_21906_1","MER0137332_U62","OLB76106.1 metalloprotease TldD ","Alphaproteobacteria bacterium 13_2_20CM_2_64_7","Proteobacteria","Alphaproteobacteria","U"
"H4_Bulk_48_scaffold_22107_1","MER0231750_S08A","CBM43229.1 serine protease ","uncultured organism","","","S"
"H4_Bulk_48_scaffold_22124_3","MER0129116_C82A","PYQ66125.1 murein L,D-transpeptidase ","Acidobacteria bacterium","Acidobacteria","","C"
"H4_Bulk_48_scaffold_2245_2","MER0293120_M01","WP_034807768.1 aminopeptidase N ","Intrasporangium oryzae","Actinobacteria","Actinobacteria","M"
"H4_Bulk_48_scaffold_22573_1","MER0231696_S41A","WP_090145338.1 S41 family peptidase ","Lachnospiraceae bacterium XBD2001","Firmicutes","Clostridia","S"
"H4_Bulk_48_scaffold_22663_1","MER0463307_C82B","WP_028168284.1 L,D-transpeptidase ","Bradyrhizobium elkanii","Proteobacteria","Alphaproteobacteria","C"
"H4_Bulk_48_scaffold_22964_2","MER0892635_M50B","WP_091755525.1 RIP metalloprotease ","Phycicoccus cremeus","Actinobacteria","Actinobacteria","M"
"H4_Bulk_48_scaffold_23554_2","MER0059676_S33","WP_044430014.1 prolyl aminopeptidase ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_48_scaffold_24238_1","MER0235032_U62","WP_044429703.1 metalloprotease TldD ","Skermanella aerolata","Proteobacteria","Alphaproteobacteria","U"
"H4_Bulk_48_scaffold_24248_2","MER0348838_M48B","WP_110552858.1 zinc metalloprotease HtpX ","Modestobacter versicolor","Actinobacteria","Actinobacteria","M"
"H4_Bulk_48_scaffold_24370_1","MER0037358_C82A","RKS74039.1 lipoprotein-anchoring transpeptidase ErfK/SrfK ","Motilibacter peucedani","Actinobacteria","Actinobacteria","C"
"H4_Bulk_48_scaffold_24562_1","MER0235882_S41A","WP_020721513.1 S41 family peptidase ","Acidobacteriaceae bacterium KBS 96","Acidobacteria","Acidobacteriia","S"
"H4_Bulk_48_scaffold_25054_1","MER0132302_M41","WP_028064738.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ","Solirubrobacter soli","Actinobacteria","Thermoleophilia","M"
"H4_Bulk_48_scaffold_25270_1","MER0259416_M28X","EIC29817.1 putative aminopeptidase ","Methylomicrobium album BG8","Proteobacteria","Gammaproteobacteria","M"
"H4_Bulk_48_scaffold_25286_1","MER0065537_M48C","AUN37203.1 peptidase M48 Ste24p ","uncultured bacterium","","","M"
"H4_Bulk_48_scaffold_2602_1","MER0994546_S09A","WP_093889556.1 S9 family peptidase ","Streptosporangium canum","Actinobacteria","Actinobacteria","S"
"H4_Bulk_48_scaffold_26059_1","MER0742042_C82A","PRZ39098.1 lipoprotein-anchoring transpeptidase ErfK/SrfK ","Antricoccus suffuscus","Actinobacteria","Actinobacteria","C"
"H4_Bulk_48_scaffold_26244_2","MER0895195_C56","ALS91468.1 PfpI: intracellular protease, PfpI ","uncultured bacterium","","","C"
"H4_Bulk_48_scaffold_26522_1","MER0340585_M03A","WP_023431929.1 M3 family peptidase ","Lutibaculum baratangense","Proteobacteria","Alphaproteobacteria","M"
"H4_Bulk_48_scaffold_27009_1","MER0075577_M01","WP_120058772.1 M1 family peptidase ","Nocardioides sp. K1W22B-1","Actinobacteria","Actinobacteria","M"
"H4_Bulk_48_scaffold_27369_1","MER0145294_S08A","WP_121248612.1 S8 family peptidase ","Solirubrobacter pauli","Actinobacteria","Thermoleophilia","S"
"H4_Bulk_48_scaffold_27495_2","MER0296331_M48B","WP_028059199.1 zinc metalloprotease HtpX ","Solirubrobacter sp. URHD0082","Actinobacteria","Thermoleophilia","M"
"H4_Bulk_48_scaffold_28117_2","MER0082887_C60X","SDS87437.1 LPXTG-site transpeptidase (sortase) family protein ","Friedmanniella luteola","Actinobacteria","Actinobacteria","C"
"H4_Bulk_48_scaffold_28130_1","MER0326582_S09X","WP_089335836.1 S9 family peptidase ","Blastococcus sp. DSM 44272","Actinobacteria","Actinobacteria","S"
"H4_Bulk_48_scaffold_28268_2","MER0246861_S26A","WP_097645051.1 signal peptidase I ","Candidatus Viridilinea mediisalina","Chloroflexi","Chloroflexia","S"
"H4_Bulk_48_scaffold_28278_2","MER0392674_S01E","WP_020509870.1 S1 family peptidase ","Actinoplanes globisporus","Actinobacteria","Actinobacteria","S"
"H4_Bulk_48_scaffold_28310_1","MER0217816_S01B","WP_020472857.1 serine protease ","Zavarzinella formosa","Planctomycetes","Planctomycetia","S"
"H4_Bulk_48_scaffold_28866_2","MER0083180_S26B","WP_081920460.1 signal peptidase I ","Corynebacterium variabile","","","S"
"H4_Bulk_48_scaffold_28986_1","MER0063905_S08A","ABD40404.1 peptidase S8 and S53, subtilisin, kexin, sedolisin ","Methanospirillum hungatei JF-1","Euryarchaeota","Methanomicrobia","S"
"H4_Bulk_48_scaffold_29121_1","MER0283581_S01C","WP_027565642.1 serine protease ","Bradyrhizobium sp. URHA0013","Proteobacteria","Alphaproteobacteria","S"
"H4_Bulk_48_scaffold_29331_1","MER0084568_S11","WP_052831675.1 D-alanyl-D-alanine carboxypeptidase ","Skermanella aerolata","","","S"
"H4_Bulk_48_scaffold_2947_1","MER0877058_M41","WP_052387817.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ","Dactylosporangium aurantiacum","Actinobacteria","Actinobacteria","M"
"H4_Bulk_48_scaffold_29471_2","MER0088776_M24A","SNX95688.1 methionyl aminopeptidase ","Geodermatophilus sabuli","Actinobacteria","Actinobacteria","M"
"H4_Bulk_48_scaffold_2960_1","MER0966865_S01C","WP_029115951.1 trypsin-like serine protease ","Mycobacterium sp. URHB0044","Actinobacteria","Actinobacteria","S"
"H4_Bulk_48_scaffold_29620_1","MER0739363_C82A","PWU06831.1 murein L,D-transpeptidase ","Solibacteres bacterium","Acidobacteria","Acidobacteriia","C"
"H4_Bulk_48_scaffold_29626_1","MER0165090_M50B","WP_012936043.1 site-2 protease family protein ","Conexibacter woesei","Actinobacteria","Thermoleophilia","M"
"H4_Bulk_48_scaffold_29777_1","MER0293120_M01","WP_092195643.1 aminopeptidase N ","Blastococcus sp. DSM 46838","Actinobacteria","Actinobacteria","M"
"H4_Bulk_48_scaffold_30017_1","MER0069994_M28X","EIC29817.1 putative aminopeptidase ","Methylomicrobium album BG8","Proteobacteria","Gammaproteobacteria","M"
"H4_Bulk_48_scaffold_30376_1","MER0963813_S01B","PRP82453.1 pro-apoptotic serine protease ","Planoprotostelium fungivorum","Evosea","Variosea","S"
"H4_Bulk_48_scaffold_30485_1","MER0407575_S01C","PYS88744.1 peptidase S1 ","Acidobacteria bacterium","Acidobacteria","","S"
