transcript_id,MEROPS_id,pid_vs_MEROPS,eval_vs_MEROPS,bitscore_vs_MEROPS,NR_accession,pid_vs_NR,eval_vs_NR,bitscore_vs_NR,NR_besthit,NR_taxonomy
H4_Bulk_Litter_24_scaffold_9469_1,MER0087979_M36,54.9,3.70E-154,543.5,WP_112248645.1,58.4,8.90E-175,623.2,WP_112248645.1 peptidase M36 ,Kribbella sp. NEAU-SW521
H4_Bulk_Litter_24_scaffold_9524_3,MER0069994_M28X,44.6,3.40E-10,62.4,KPK18053.1,64.4,2.60E-21,110.5,KPK18053.1 aminopeptidase ,Betaproteobacteria bacterium SG8_41
H4_Bulk_Litter_24_scaffold_9533_1,MER0338392_S41A,35.2,2.40E-68,258.1,PYT14745.1,59,6.00E-126,460.7,PYT14745.1 carboxyl-terminal protease ,Acidobacteria bacterium
H4_Bulk_Litter_24_scaffold_9749_1,MER0048837_S08A,44.8,2.40E-105,381.3,WP_039033804.1,45,3.40E-102,382.1,WP_039033804.1 peptidase S8 ,Shewanella sp. ECSMB14102
H4_Bulk_Litter_24_scaffold_9821_1,MER0235882_S41A,37.8,1.40E-89,328.9,PYQ63155.1,95.1,1.50E-291,1011.1,PYQ63155.1 S41 family peptidase ,Acidobacteria bacterium
H4_Bulk_Litter_24_scaffold_9891_1,MER0337792_S41A,40.4,1.20E-93,342.4,PYR49034.1,75.8,2.50E-238,834.3,PYR49034.1 S41 family peptidase ,Acidobacteria bacterium
H4_Rhizo_43_scaffold_10073_1,MER0840910_M20A,48.2,3.00E-17,86.7,WP_093240311.1,63.4,4.10E-33,150.6,WP_093240311.1 M20 family peptidase ,Variovorax sp. EL159
H4_Rhizo_43_scaffold_10082_1,MER0279180_M23B,54.6,1.40E-40,164.9,WP_125039219.1,70.7,1.80E-57,232.3,WP_125039219.1 M23 family metallopeptidase ,Nocardioides sp. LS1
H4_Rhizo_43_scaffold_10126_1,MER0324867_S08A,56.8,1.90E-125,448,WP_075133379.1,72.7,4.90E-177,630.6,WP_075133379.1 S8 family peptidase ,Actinophytocola xinjiangensis
H4_Rhizo_43_scaffold_10150_2,MER0084568_S11,53.9,4.50E-40,162.9,WP_052831675.1,95.2,3.20E-76,294.3,WP_052831675.1 D-alanyl-D-alanine carboxypeptidase ,Skermanella aerolata
H4_Rhizo_43_scaffold_10210_2,MER0003364_M18,41.6,3.20E-51,200.7,WP_099195298.1,100,1.90E-163,584.7,WP_099195298.1 M18 family aminopeptidase ,Microbacterium esteraromaticum
H4_Rhizo_43_scaffold_10397_2,MER0246861_S26A,36.1,3.90E-23,107.1,PYR91170.1,84.2,6.20E-88,333.6,PYR91170.1 signal peptidase I ,Acidobacteria bacterium
H4_Rhizo_43_scaffold_10658_1,MER0962725_S01C,50.9,1.20E-122,438.7,OJW21487.1,49.9,2.80E-122,448.7,OJW21487.1 serine protease ,Planctomycetales bacterium 71-10
H4_Rhizo_43_scaffold_1079_2,MER0463607_C82B,62.3,3.80E-80,296.6,WP_077984994.1,99.6,7.90E-145,522.7,"WP_077984994.1 L,D-transpeptidase ",Agrobacterium salinitolerans
H4_Rhizo_43_scaffold_1080_2,MER0314303_M23B,49,6.30E-20,96.3,WP_053739947.1,100,1.50E-125,458.4,WP_053739947.1 M23 family metallopeptidase ,Streptomyces sp. NRRL WC-3618
H4_Rhizo_43_scaffold_111_4,MER0202840_A24A,37.3,6.90E-27,119.8,OYT98912.1,77.3,5.20E-126,460.3,OYT98912.1 prepilin peptidase ,Burkholderiales bacterium PBB1
H4_Rhizo_43_scaffold_11238_1,MER0338392_S41A,38.4,1.10E-54,212.6,AUN37316.1,68.2,1.20E-150,542.7,AUN37316.1 carboxyl-terminal protease ,uncultured bacterium
H4_Rhizo_43_scaffold_11857_1,MER0133393_M01,34.7,1.00E-43,176,ALI37409.1,50.3,5.60E-93,350.9,ALI37409.1 Aminopeptidase N ,Candidatus Nitrosocosmicus oleophilus
H4_Rhizo_43_scaffold_11916_1,MER0895195_C56,37.4,5.10E-32,136.3,PYR90805.1,75.5,6.60E-83,316.6,PYR90805.1 protease ,Acidobacteria bacterium
H4_Rhizo_43_scaffold_12010_2,MER0081420_M24B,38.4,1.50E-56,218.4,WP_112389016.1,99.7,2.10E-176,627.9,WP_112389016.1 aminopeptidase P family protein ,Rhizobiales bacterium
H4_Rhizo_43_scaffold_12217_1,MER0117821_S41A,80.2,3.40E-206,716.1,WP_103708453.1,81.6,1.30E-203,718.8,WP_103708453.1 S41 family peptidase ,Methylobacterium sp. V23
H4_Rhizo_43_scaffold_12268_1,MER0204440_M20A,43.5,3.20E-09,59.7,WP_012748026.1,100,9.50E-28,132.5,WP_012748026.1 M20 family peptidase ,Variovorax paradoxus
H4_Rhizo_43_scaffold_12407_1,MER0028527_M23B,91.8,2.30E-46,183,WP_053741766.1,100,4.90E-47,196.4,WP_053741766.1 peptidase ,Streptomyces sp. NRRL WC-3618
H4_Rhizo_43_scaffold_12536_1,MER0124787_M16A,45.3,5.10E-95,346.7,XP_004358057.1,81,2.60E-190,674.5,XP_004358057.1 peptidase ,Acanthamoeba castellanii str. Neff
H4_Rhizo_43_scaffold_130_4,MER0133108_M41,88.7,0,1150.2,WP_015796974.1,88.7,0,1150.2,WP_015796974.1 ATP-dependent zinc metalloprotease FtsH ,Catenulispora acidiphila
H4_Rhizo_43_scaffold_13006_1,MER0250521_S01C,59.9,1.30E-86,318.2,EHR01717.1,99.6,1.60E-143,518.5,"EHR01717.1 periplasmic serine protease, Do/DeqQ family ",Bradyrhizobium sp. WSM471
H4_Rhizo_43_scaffold_13176_1,MER0251461_C82A,59.7,3.80E-94,343.2,SEQ95433.1,82.4,7.60E-130,473,SEQ95433.1 Lipoprotein-anchoring transpeptidase ErfK/SrfK ,Friedmanniella flava
H4_Rhizo_43_scaffold_13239_1,MER0941936_S10,71.9,5.50E-105,379,SEN69297.1,94,3.70E-136,493.8,SEN69297.1 Carboxypeptidase C (cathepsin A) ,Duganella sp. CF517
H4_Rhizo_43_scaffold_13258_1,MER0133059_S01X,63.4,3.80E-73,273.9,WP_018542656.1,43.1,1.30E-39,173.7,WP_018542656.1 trypsin-like serine protease ,Streptomyces sp. MspMP-M5
H4_Rhizo_43_scaffold_13349_2,MER0085741_M14A,93,4.70E-201,698.7,WP_028037391.1,94.7,9.30E-200,705.7,WP_028037391.1 carboxypeptidase ,Caulobacter sp. URHA0033
H4_Rhizo_43_scaffold_13501_3,MER0461846_C82B,86.2,9.30E-61,231.1,OJU99168.1,87,7.70E-58,232.6,"OJU99168.1 L,D-transpeptidase ",Nitrobacter sp. 62-23
H4_Rhizo_43_scaffold_13643_1,MER0337387_S41A,48.7,5.20E-101,366.7,WP_027300404.1,47.9,1.40E-109,406.4,WP_027300404.1 S41 family peptidase ,Rhodospirillales bacterium URHD0088
H4_Rhizo_43_scaffold_13855_2,MER0204513_A08,54.5,4.50E-38,156.8,WP_015794323.1,72.1,2.40E-58,235.3,WP_015794323.1 signal peptidase II ,Catenulispora acidiphila
H4_Rhizo_43_scaffold_13904_1,MER0309951_S41A,95,6.70E-231,798.1,WP_112718143.1,100,1.00E-237,832,WP_112718143.1 S41 family peptidase ,Rhizobiales bacterium
H4_Rhizo_43_scaffold_14165_1,MER0092797_C82A,70.9,3.10E-43,173.3,WP_112244700.1,72.7,1.10E-41,179.5,"WP_112244700.1 murein L,D-transpeptidase ",Kribbella sp. NEAU-SW521
H4_Rhizo_43_scaffold_14193_2,MER0508131_S01A,75.9,8.40E-95,345.1,WP_053743527.1,96.8,5.20E-119,436.8,WP_053743527.1 serine protease ,Streptomyces sp. NRRL WC-3618
H4_Rhizo_43_scaffold_14272_2,MER0335979_M01,80.1,4.20E-127,452.6,KOV58040.1,99.6,2.50E-154,554.3,KOV58040.1 metallopeptidase ,Streptomyces sp. NRRL WC-3618
H4_Rhizo_43_scaffold_14339_1,MER0390342_M16B,62.9,1.60E-100,364.4,OLE20599.1,82.2,2.70E-125,458,OLE20599.1 peptidase M16 ,Catenulispora sp. 13_1_20CM_3_70_7
H4_Rhizo_43_scaffold_14702_1,MER0231750_S08A,45.2,1.60E-65,248.8,PWU82664.1,45.8,2.30E-75,292.7,PWU82664.1 peptidase S8 ,Thaumarchaeota archaeon
H4_Rhizo_43_scaffold_14786_1,MER0088233_M14A,32.3,7.00E-34,143.7,XP_001861971.1,39.8,3.00E-72,282.3,XP_001861971.1 zinc carboxypeptidase A 1 ,Culex quinquefasciatus
H4_Rhizo_43_scaffold_15055_1,MER0407412_S01C,54.2,5.40E-127,453,OLB72848.1,72.6,1.20E-174,622.5,OLB72848.1 serine peptidase ,Alphaproteobacteria bacterium 13_2_20CM_2_64_7
H4_Rhizo_43_scaffold_1513_2,MER0300815_M41,64.9,1.50E-231,800.8,WP_028445435.1,77.3,1.40E-275,958.4,WP_028445435.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ,Chitinimonas koreensis
H4_Rhizo_43_scaffold_15249_2,MER0065537_M48C,56.8,5.20E-98,356.3,PYT28052.1,73.7,1.80E-133,485.3,PYT28052.1 peptidase M48 ,Acidobacteria bacterium
H4_Rhizo_43_scaffold_15275_2,MER0893071_M50B,34.6,6.70E-11,65.9,PWT98596.1,68.2,4.00E-54,220.7,PWT98596.1 site-2 protease family protein ,Solibacteres bacterium
H4_Rhizo_43_scaffold_15363_1,MER0191069_M57,51.3,2.90E-35,146.7,WP_116847361.1,69.4,6.80E-43,183.3,WP_116847361.1 protease ,Chitinophagaceae bacterium K23C18032701
H4_Rhizo_43_scaffold_15580_1,MER0178978_M04,43,3.90E-70,263.8,WP_116478351.1,77.2,2.10E-159,571.6,WP_116478351.1 peptidase M4 family protein ,candidate division NC10 bacterium
H4_Rhizo_43_scaffold_15590_1,MER0337346_S41A,58.1,2.80E-124,443.7,WP_018972329.1,68,1.20E-138,502.7,WP_018972329.1 S41 family peptidase ,Rudaea cellulosilytica
H4_Rhizo_43_scaffold_15860_2,MER0738095_C82A,70.8,9.20E-158,555.1,WP_045309651.1,92.3,8.40E-202,712.6,WP_045309651.1 transpeptidase ,Lechevalieria aerocolonigenes
H4_Rhizo_43_scaffold_16024_1,MER0236175_M23B,58.4,5.50E-26,117.1,BAK34262.1,42.4,3.60E-52,215.3,BAK34262.1 peptidase M23 family protein ,Microlunatus phosphovorus NM-1
H4_Rhizo_43_scaffold_16102_1,MER0892635_M50B,34.4,3.10E-34,144.1,WP_053740981.1,99.6,4.40E-140,506.9,WP_053740981.1 RIP metalloprotease ,Streptomyces sp. NRRL WC-3618
H4_Rhizo_43_scaffold_16242_1,MER0246228_M23B,36.2,2.70E-36,151,WP_124542048.1,86,5.60E-133,483.4,WP_124542048.1 M23 family metallopeptidase ,Rhizobacter sp. S-16
H4_Rhizo_43_scaffold_16782_1,MER0255494_M48C,63.7,1.30E-101,368.6,WP_083685135.1,87.4,3.50E-174,620.9,WP_083685135.1 M48 family peptidase ,Massilia putida
H4_Rhizo_43_scaffold_16919_1,MER0129123_M50B,32.3,1.40E-20,99,PYP67138.1,53.9,2.40E-79,305.4,PYP67138.1 site-2 protease family protein ,Gemmatimonadetes bacterium
H4_Rhizo_43_scaffold_16920_1,MER0074331_T01X,42.4,2.40E-41,167.5,WP_124541560.1,92.9,1.60E-123,451.8,WP_124541560.1 peptidase ,Rhizobacter sp. S-16
H4_Rhizo_43_scaffold_16944_2,MER0216391_S01C,49.5,1.10E-53,209.1,XP_020608002.1,57.9,8.90E-67,263.8,"XP_020608002.1 protease Do-like 10, mitochondrial ",Orbicella faveolata
H4_Rhizo_43_scaffold_1709_2,MER0337714_S41A,97.7,2.20E-242,836.3,WP_077983630.1,100,1.30E-243,851.7,WP_077983630.1 S41 family peptidase ,Agrobacterium salinitolerans
H4_Rhizo_43_scaffold_17188_2,MER0125509_M24B,33.1,1.70E-25,115.2,WP_069761462.1,99.3,7.00E-155,556.2,WP_069761462.1 M24 family metallopeptidase ,Streptomyces sp. LUP47B
H4_Rhizo_43_scaffold_17330_1,MER0962725_S01C,59.7,1.30E-135,481.5,OJW21487.1,74.2,3.80E-173,617.5,OJW21487.1 serine protease ,Planctomycetales bacterium 71-10
H4_Rhizo_43_scaffold_17449_1,MER0463752_C82A,77.5,1.30E-194,677.6,WP_053743866.1,99.5,2.90E-242,847,"WP_053743866.1 L,D-transpeptidase ",Streptomyces sp. NRRL WC-3618
H4_Rhizo_43_scaffold_17479_1,MER0251461_C82A,54.5,3.70E-108,390.2,SEQ95433.1,80.1,3.00E-161,577.8,SEQ95433.1 Lipoprotein-anchoring transpeptidase ErfK/SrfK ,Friedmanniella flava
H4_Rhizo_43_scaffold_17499_1,MER1052294_S26B,33.1,4.40E-12,70.1,WP_027861598.1,99.5,2.20E-107,397.9,WP_027861598.1 signal peptidase I ,Marmoricola sp. URHB0036
H4_Rhizo_43_scaffold_17547_1,MER0964484_S01B,43.7,8.90E-61,232.6,PYS88718.1,61.6,4.90E-110,407.5,PYS88718.1 serine protease ,Acidobacteria bacterium
H4_Rhizo_43_scaffold_18190_1,MER0065537_M48C,51.3,5.50E-73,273.5,AUN37203.1,80.5,1.40E-132,482.6,AUN37203.1 peptidase M48 Ste24p ,uncultured bacterium
H4_Rhizo_43_scaffold_18378_1,MER1080182_S54,39.5,2.00E-24,111.3,WP_028278236.1,95.7,1.30E-119,438.7,WP_028278236.1 rhomboid family intramembrane serine protease ,Arthrobacter sp. I3
H4_Rhizo_43_scaffold_1863_1,MER1071593_S49C,58.4,1.40E-135,481.5,OGA52034.1,62.6,1.00E-139,506.5,OGA52034.1 serine protease ,Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_63_13
H4_Rhizo_43_scaffold_1912_1,MER0352077_S11,94.6,1.70E-193,673.7,WP_077985242.1,100,2.00E-205,724.5,WP_077985242.1 D-alanyl-D-alanine carboxypeptidase ,Agrobacterium salinitolerans
H4_Rhizo_43_scaffold_19138_1,MER0283890_S41A,42.5,1.20E-69,262.3,PYT14745.1,64.1,1.20E-112,416.4,PYT14745.1 carboxyl-terminal protease ,Acidobacteria bacterium
H4_Rhizo_43_scaffold_19184_2,MER0129123_M50B,51.3,1.50E-17,87,WP_012786626.1,75.6,8.60E-27,129,WP_012786626.1 peptidase M50 ,Catenulispora acidiphila
H4_Rhizo_43_scaffold_19191_2,MER0387260_M23B,46.8,3.50E-53,206.8,WP_013900020.1,64.6,3.80E-82,314.3,WP_013900020.1 M23 family metallopeptidase ,Ramlibacter tataouinensis
H4_Rhizo_43_scaffold_19250_1,MER0241817_A32,34.7,5.30E-14,76.6,WP_076716211.1,59.1,6.90E-57,230.3,WP_076716211.1 TIGR02281 family clan AA aspartic protease ,Sphingomonas sp. LK11
H4_Rhizo_43_scaffold_19467_2,MER0090894_M10B,43.4,6.10E-46,183,WP_114227714.1,53.8,2.50E-66,261.9,"WP_114227714.1 matrixin family metalloprotease, partial ",Sphingomonas ginsengisoli' Hoang et al. 2012
H4_Rhizo_43_scaffold_1963_2,MER0075469_M48C,46.6,2.70E-103,374.4,WP_018606993.1,47,3.80E-108,401.7,WP_018606993.1 M48 family peptidase ,Uliginosibacterium gangwonense
H4_Rhizo_43_scaffold_19687_1,MER0129116_C82A,40.6,4.80E-35,146.7,PYQ66125.1,80.3,2.40E-93,351.7,"PYQ66125.1 murein L,D-transpeptidase ",Acidobacteria bacterium
H4_Rhizo_43_scaffold_20165_1,MER0236327_S08A,41.4,6.00E-69,260,WP_119578073.1,45.2,1.90E-73,286.2,WP_119578073.1 S8 family peptidase ,Jishengella sp. AZ1-13
H4_Rhizo_43_scaffold_20323_1,MER0233973_M23B,62.9,1.30E-65,248.8,WP_053746389.1,100,3.60E-143,517.7,WP_053746389.1 M23 family metallopeptidase ,Streptomyces sp. NRRL WC-3618
H4_Rhizo_43_scaffold_20487_1,MER0033976_S09C,68.6,3.00E-88,323.2,PYQ33207.1,72.3,5.30E-88,333.6,PYQ33207.1 S9 family peptidase ,Acidobacteria bacterium
H4_Rhizo_43_scaffold_20515_2,MER0283581_S01C,43.2,6.30E-63,239.6,WP_068030176.1,68.4,5.30E-121,443.7,WP_068030176.1 serine protease ,Rhodoplanes sp. Z2-YC6860
H4_Rhizo_43_scaffold_20585_2,MER0091734_S26A,33.3,4.20E-23,107.1,WP_018460010.1,99.6,2.20E-147,531.2,WP_018460010.1 MULTISPECIES: signal peptidase I ,Bradyrhizobium
H4_Rhizo_43_scaffold_21084_1,MER0283638_S08A,37.8,8.30E-44,176.4,WP_051291222.1,45.6,5.60E-51,211.5,WP_051291222.1 serine protease ,Fictibacillus gelatini
H4_Rhizo_43_scaffold_21441_2,MER0296331_M48B,48.6,2.80E-68,257.3,WP_019875389.1,69.6,5.40E-102,380.6,WP_019875389.1 zinc metalloprotease HtpX ,Sporichthya polymorpha
H4_Rhizo_43_scaffold_2169_4,MER1048146_S26A,32.9,3.90E-26,117.1,WP_080791042.1,100,5.90E-142,513.1,WP_080791042.1 signal peptidase I ,Agrobacterium salinitolerans
H4_Rhizo_43_scaffold_22087_1,MER0065537_M48C,76.7,9.20E-131,465.3,PYX58807.1,86.8,6.90E-153,550.1,PYX58807.1 peptidase M48 ,Acidobacteria bacterium
H4_Rhizo_43_scaffold_22404_1,MER0285391_M48C,65.4,2.10E-96,350.5,WP_066401521.1,76.8,2.00E-108,401.7,WP_066401521.1 M48 family peptidase ,Flavisolibacter tropicus
H4_Rhizo_43_scaffold_22691_1,MER0737613_C82A,69.4,4.30E-126,449.5,WP_093605829.1,96,2.20E-173,617.8,"WP_093605829.1 L,D-transpeptidase ",Lentzea waywayandensis
H4_Rhizo_43_scaffold_22797_2,MER0088776_M24A,59.2,2.30E-83,307.4,SFD90267.1,90.6,1.60E-146,528.5,"SFD90267.1 methionine aminopeptidase, type I ",Blastococcus sp. DSM 46838
H4_Rhizo_43_scaffold_22867_1,MER0195774_M16B,74.5,1.50E-148,524.2,3AMI_A,77.3,9.70E-146,526.2,"3AMI_A Chain A, The Crystal Structure Of The M16b Metallopeptidase Subunit",Sphingomonas Sp. A1
H4_Rhizo_43_scaffold_2293_1,MER0220601_M04,60.8,5.30E-244,842.4,SFR22852.1,63.3,6.00E-254,886.7,SFR22852.1 Zn-dependent metalloprotease ,Lentzea waywayandensis
H4_Rhizo_43_scaffold_23050_3,MER0174497_M28F,61.6,1.10E-53,208,WP_025409850.1,68.9,4.40E-56,227.3,WP_025409850.1 M28 family peptidase ,Gemmatirosa kalamazoonesis
H4_Rhizo_43_scaffold_23060_2,MER0337755_S41A,76,1.70E-86,317.8,WP_027101110.1,91,9.80E-98,366.3,WP_027101110.1 S41 family peptidase ,Comamonadaceae bacterium URHA0028
H4_Rhizo_43_scaffold_23120_2,MER0117120_S41A,79.6,6.30E-129,458.8,WP_037020046.1,85.6,4.40E-133,483.8,WP_037020046.1 S41 family peptidase ,Rhizobiales bacterium YIM 77505
H4_Rhizo_43_scaffold_2336_3,MER0162003_M06,36.5,2.90E-58,224.9,WP_053747075.1,100,0,1104.4,WP_053747075.1 M6 family metalloprotease domain-containing protein ,Streptomyces sp. NRRL WC-3618
H4_Rhizo_43_scaffold_23556_1,MER0337387_S41A,69.1,1.00E-125,448.4,WP_034844897.1,94.7,3.10E-181,644,WP_034844897.1 S41 family peptidase ,Inquilinus limosus
H4_Rhizo_43_scaffold_24056_1,MER0250638_M06,64.8,5.80E-146,515.8,OLF08956.1,75.1,5.10E-169,603.6,OLF08956.1 protease ,Actinophytocola xanthii
H4_Rhizo_43_scaffold_2433_2,MER0982217_S11,80.4,3.00E-174,609.8,WP_036238684.1,96.6,5.30E-206,726.5,WP_036238684.1 D-alanyl-D-alanine carboxypeptidase ,Massilia sp. JS1662
H4_Rhizo_43_scaffold_24330_1,MER0722733_C60A,40.7,1.30E-26,119,KPV54001.1,71,4.20E-100,374.4,KPV54001.1 peptidase C60 ,Kouleothrix aurantiaca
H4_Rhizo_43_scaffold_24491_1,MER0337532_S41A,54.1,1.30E-75,281.6,WP_051531640.1,85.5,2.30E-115,424.9,WP_051531640.1 S41 family peptidase ,Sphingomonas sp. URHD0057
H4_Rhizo_43_scaffold_24714_1,MER0895195_C56,38,1.10E-30,131.7,RIK39686.1,74.4,1.00E-74,289.3,RIK39686.1 protease ,Chloroflexi bacterium
H4_Rhizo_43_scaffold_24787_1,MER0463669_C82A,38.7,1.70E-43,175.3,PRZ39098.1,61.7,3.50E-87,331.6,PRZ39098.1 lipoprotein-anchoring transpeptidase ErfK/SrfK ,Antricoccus suffuscus
H4_Rhizo_43_scaffold_24964_1,MER0407575_S01C,46.1,1.30E-73,275.4,PYS88744.1,76.9,2.50E-160,574.7,PYS88744.1 peptidase S1 ,Acidobacteria bacterium
H4_Rhizo_43_scaffold_25053_3,MER1073107_S49C,67.9,1.70E-39,160.6,OGA74415.1,73.7,5.90E-43,183.3,OGA74415.1 serine protease ,Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_65_14
H4_Rhizo_43_scaffold_25084_2,MER0427004_A24A,40.7,3.80E-20,96.7,WP_112385094.1,99.4,3.50E-77,297.4,WP_112385094.1 peptidase ,Rhizobiales bacterium
H4_Rhizo_43_scaffold_25216_1,MER0083180_S26B,48.1,9.50E-27,118.2,WP_081920460.1,52.2,4.80E-29,137.1,WP_081920460.1 signal peptidase I ,Corynebacterium variabile
H4_Rhizo_43_scaffold_25343_1,MER0052429_S01C,51.8,6.50E-94,342.8,PYQ48035.1,58.8,1.90E-104,389,PYQ48035.1 protease Do ,Acidobacteria bacterium
H4_Rhizo_43_scaffold_25638_1,MER0737603_C82A,49.9,2.00E-95,347.8,WP_034771402.1,79.4,8.10E-164,586.3,WP_034771402.1 transpeptidase ,Intrasporangiaceae bacterium URHB0013
H4_Rhizo_43_scaffold_26254_1,MER0407412_S01C,57.6,2.50E-101,367.5,OLB72848.1,74.2,4.10E-139,504.2,OLB72848.1 serine peptidase ,Alphaproteobacteria bacterium 13_2_20CM_2_64_7
H4_Rhizo_43_scaffold_26769_1,MER0301637_S01E,89.4,1.00E-145,514.6,WP_105972693.1,95.7,9.10E-153,549.3,WP_105972693.1 trypsin-like serine protease ,Streptomyces geranii
H4_Rhizo_43_scaffold_26950_2,MER1046987_S26A,38.9,1.30E-30,132.1,OLB76725.1,60.3,8.50E-86,326.6,OLB76725.1 signal peptidase I ,Actinobacteria bacterium 13_2_20CM_2_71_6
H4_Rhizo_43_scaffold_26989_1,MER0092020_M20D,39.9,9.10E-56,216.1,WP_078960453.1,99.2,8.30E-201,709.1,WP_078960453.1 M20 family peptidase ,Streptomyces sp. NRRL WC-3618
H4_Rhizo_43_scaffold_27112_2,MER0389657_M23B,53.7,9.70E-33,138.3,PWT96655.1,68.8,1.30E-48,202.2,PWT96655.1 M23 family peptidase ,Solibacteres bacterium
H4_Rhizo_43_scaffold_27289_1,MER0889381_M48C,38,3.30E-17,87,WP_022911381.1,54.5,1.00E-37,166.4,WP_022911381.1 M56 family peptidase ,Frankia sp. Iso899
H4_Rhizo_43_scaffold_28002_1,MER0429484_M23B,45.8,2.60E-11,67.8,WP_114424415.1,64.7,2.60E-70,275,WP_114424415.1 peptidase M75 family protein ,Nocardioides sp. 601
H4_Rhizo_43_scaffold_28184_2,MER0051332_S09X,84.4,2.20E-145,513.5,SPE34327.1,84.6,5.60E-144,520,"SPE34327.1 Peptidase S9, prolyl oligopeptidase active site domain protein ",Candidatus Sulfopaludibacter sp. SbA6
H4_Rhizo_43_scaffold_28218_1,MER0810867_M01,61.8,1.30E-55,214.9,WP_045309704.1,93.8,3.60E-83,317.8,WP_045309704.1 M1 family peptidase ,Lechevalieria aerocolonigenes
H4_Rhizo_43_scaffold_28218_2,MER0294635_M01,80.8,2.20E-57,219.9,WP_045309704.1,92.8,8.60E-65,255.8,WP_045309704.1 M1 family peptidase ,Lechevalieria aerocolonigenes
H4_Rhizo_43_scaffold_29176_1,MER0142873_M14B,42.3,5.80E-19,93.2,ACZ98150.1,62.4,1.50E-62,249.2,ACZ98150.1 zinc carboxypeptidase precursor ,Steinernema carpocapsae
H4_Rhizo_43_scaffold_29380_1,MER0716095_C39,47.4,1.70E-13,73.9,WP_111455995.1,68.6,4.00E-26,127.1,WP_111455995.1 peptidase C39 ,Phenylobacterium hankyongense
H4_Rhizo_43_scaffold_29490_1,MER1042149_S24,36.6,2.70E-29,127.5,CUT15649.1,99.6,5.80E-123,449.9,CUT15649.1 SOSresponse repressor and protease LexA EC 342188 ,Bradyrhizobium sp.
H4_Rhizo_43_scaffold_29610_1,MER0301637_S01E,95.4,2.10E-154,543.5,WP_069761206.1,99.3,3.60E-157,563.9,WP_069761206.1 S1 family peptidase ,Streptomyces sp. LUP47B
H4_Rhizo_43_scaffold_30219_1,MER0349162_M48B,39.7,2.30E-33,141.4,WP_084703837.1,62.3,3.00E-84,321.6,WP_084703837.1 zinc metalloprotease HtpX ,Streptacidiphilus oryzae
H4_Rhizo_43_scaffold_30597_2,MER0348838_M48B,37.7,6.20E-34,142.9,WP_053740695.1,99.6,2.00E-120,441.4,WP_053740695.1 zinc metalloprotease HtpX ,Streptomyces sp. NRRL WC-3618
H4_Rhizo_43_scaffold_30879_1,MER0348838_M48B,47.7,3.80E-65,246.9,WP_089336429.1,93.3,1.10E-139,505.8,WP_089336429.1 zinc metalloprotease HtpX ,Blastococcus sp. DSM 44272
H4_Rhizo_43_scaffold_30993_1,MER0489411_S09C,34.7,4.00E-25,113.2,RLC83306.1,54.6,4.50E-43,184.1,"RLC83306.1 S9 family peptidase, partial ",Chloroflexi bacterium
H4_Rhizo_43_scaffold_31158_1,MER0392720_S01E,82.1,4.20E-131,466.1,WP_030678978.1,87.4,2.00E-136,495,WP_030678978.1 MULTISPECIES: S1 family peptidase ,Streptomyces
H4_Rhizo_43_scaffold_31805_1,MER0272966_S01B,33.1,9.00E-24,109.4,WP_093946868.1,89.4,1.40E-139,505.4,WP_093946868.1 trypsin-like serine protease ,Amycolatopsis sp. H5
H4_Rhizo_43_scaffold_31909_1,MER0092648_S01E,76.7,1.00E-105,381.7,WP_012918700.1,76.7,2.40E-102,381.7,WP_012918700.1 serine protease ,Kribbella flavida
H4_Rhizo_43_scaffold_32090_1,MER0054286_S41A,73.8,1.40E-143,507.7,PWB58930.1,79.5,5.70E-151,543.5,PWB58930.1 peptidase S41 ,Nitrosomonadales bacterium
H4_Rhizo_43_scaffold_32474_1,MER0082887_C60X,41.1,3.90E-19,93.6,SDS87437.1,73.5,7.20E-56,226.9,SDS87437.1 LPXTG-site transpeptidase (sortase) family protein ,Friedmanniella luteola
H4_Rhizo_43_scaffold_32500_1,MER0288497_S41A,58.8,4.20E-105,379.8,SDI03076.1,92.3,6.70E-170,606.3,SDI03076.1 C-terminal processing peptidase-1. Serine peptidase. MEROPS family S41A ,Mucilaginibacter gossypii
H4_Rhizo_43_scaffold_32617_1,MER0307081_S41A,83.6,1.20E-166,584.3,WP_116454457.1,88,5.40E-170,606.7,WP_116454457.1 S41 family peptidase ,Bradyrhizobiaceae bacterium
H4_Rhizo_43_scaffold_32800_1,MER0308168_S41A,38.6,4.30E-52,203.8,WP_028061658.1,69.7,7.10E-130,473.4,WP_028061658.1 S41 family peptidase ,Solirubrobacter sp. URHD0082
H4_Rhizo_43_scaffold_32947_1,MER0895195_C56,37.6,1.80E-31,134.4,RAV59260.1,96.2,9.80E-97,362.5,RAV59260.1 protease ,Mucilaginibacter rubeus
H4_Rhizo_43_scaffold_33455_2,MER0326582_S09X,44.7,4.10E-62,236.9,SOE00910.1,82.8,1.10E-137,499.2,SOE00910.1 Dipeptidyl aminopeptidase/acylaminoacyl peptidase ,Blastococcus sp. DSM 44270
